-0.1948407415693993267087413	3.752383525928023928668007e-1
-0.5849787654359324484669575	2.774581423025298981376858e-1
-0.9765004635896828384847049	1.512697340766424825751400e-1
-1.370376410952871838161706	6.045813095591261418658291e-2
-1.767654109463201604627673	1.755342883157343030343702e-2
-2.169499183606112173305706	3.654890326654428079125485e-3
-2.577249537732317454030929	5.362683655279720459702128e-4
-2.992490825002374206285494	5.416584071819982558001684e-5
-3.417167492818570735873927	3.650585129562376057370152e-6
-3.853755485471444643887873	1.574167792545594029268618e-7
-4.305547953351198445263487	4.098832164770896618234848e-9
-4.777164503502596398035694	5.933291463396638614511288e-11
-5.275550986515880127819060	4.215010211326447572969246e-13
-5.812225949515913832765966	1.197344017092848665828625e-15
-6.409498149269660412173764	9.231736536518292233493984e-19
-7.125813909830727572795208	7.310676427384162393273933e-23
0.1948407415693993267087413	3.752383525928023928668007e-1
0.5849787654359324484669575	2.774581423025298981376858e-1
0.9765004635896828384847049	1.512697340766424825751400e-1
1.370376410952871838161706	6.045813095591261418658291e-2
1.767654109463201604627673	1.755342883157343030343702e-2
2.169499183606112173305706	3.654890326654428079125485e-3
2.577249537732317454030929	5.362683655279720459702128e-4
2.992490825002374206285494	5.416584071819982558001684e-5
3.417167492818570735873927	3.650585129562376057370152e-6
3.853755485471444643887873	1.574167792545594029268618e-7
4.305547953351198445263487	4.098832164770896618234848e-9
4.777164503502596398035694	5.933291463396638614511288e-11
5.275550986515880127819060	4.215010211326447572969246e-13
5.812225949515913832765966	1.197344017092848665828625e-15
6.409498149269660412173764	9.231736536518292233493984e-19
7.125813909830727572795208	7.310676427384162393273933e-23
