-1.383022449870097241150498e-1	2.713774249413039779455939e-1
-4.149888241210786845769291e-1	2.329947860626780466505551e-1
-6.919223058100445772682193e-1	1.716858423490837020007199e-1
-9.692694230711780167435415e-1	1.084983493061868406330207e-1
-1.247200156943117940693565	5.873998196409942454968617e-2
-1.525889140209863662948970	2.720312895368891845383354e-2
-1.805517171465544918908774	1.075604050987913704946467e-2
-2.086272879881762020832563	3.622586978534458760667954e-3
-2.368354588632401404111511	1.036329099507577663456693e-3
-2.651972435430635011005458	2.509838985130624860823502e-4
-2.937350823004621809685339	5.125929135786274660821669e-5
-3.224731291992035725848171	8.788499230850359181443633e-6
-3.514375935740906211539951	1.258340251031184576157783e-6
-3.806571513945360461165972	1.495532936727247061102391e-7
-4.101634474566656714970981	1.465125316476109354926553e-8
-4.399917168228137647767933	1.173616742321549343542451e-9
1.383022449870097241150498e-1	2.713774249413039779455939e-1
4.149888241210786845769291e-1	2.329947860626780466505551e-1
6.919223058100445772682193e-1	1.716858423490837020007199e-1
9.692694230711780167435415e-1	1.084983493061868406330207e-1
1.247200156943117940693565	5.873998196409942454968617e-2
1.525889140209863662948970	2.720312895368891845383354e-2
1.805517171465544918908774	1.075604050987913704946467e-2
2.086272879881762020832563	3.622586978534458760667954e-3
2.368354588632401404111511	1.036329099507577663456693e-3
2.651972435430635011005458	2.509838985130624860823502e-4
2.937350823004621809685339	5.125929135786274660821669e-5
3.224731291992035725848171	8.788499230850359181443633e-6
3.514375935740906211539951	1.258340251031184576157783e-6
3.806571513945360461165972	1.495532936727247061102391e-7
4.101634474566656714970981	1.465125316476109354926553e-8
4.399917168228137647767933	1.173616742321549343542451e-9
